first_name,last_name,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,Age
Reginald,Jermy,M,7,Director of Sales,Financial Services,High Net Worth,N,Yes,20,540 Katie Street,4128,QLD,Australia,8,375,0.96,61
Link,Gorini,M,60,Associate Professor,IT,High Net Worth,N,No,10,9495 Jenna Way,4600,QLD,Australia,2,375,0.96,47
Harriet,Brattan,F,81,Human Resources Assistant I,Financial Services,High Net Worth,N,No,2,66 Ruskin Parkway,3579,VIC,Australia,1,378,0.95625,35
Sada,Branton,F,34,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,14,9736 Mitchell Pass,3199,VIC,Australia,6,378,0.95625,47
Jenelle,Mc-Kerley,F,40,Data Coordiator,Financial Services,Mass Customer,N,Yes,16,9 Springview Terrace,4068,QLD,Australia,5,378,0.95625,79
Gabrila,Toopin,F,7,Junior Executive,Manufacturing,Mass Customer,N,No,12,1914 Oakridge Place,2456,NSW,Australia,6,378,0.95625,58
Almira,Mangion,F,4,VP Product Management,Financial Services,Affluent Customer,N,Yes,2,179 Anzinger Center,2230,NSW,Australia,12,382,0.95,25
Arty,Strudwick,M,85,Data Coordiator,Health,Mass Customer,N,Yes,8,62 Melrose Court,2211,NSW,Australia,10,382,0.95,57
Alexa,Dillet,F,65,Product Engineer,Entertainment,Affluent Customer,N,No,17,84650 Novick Point,2261,NSW,Australia,7,382,0.95,77
Palmer,Heaven,M,82,Staff Scientist,Financial Services,Affluent Customer,N,Yes,9,5 Hoard Parkway,3754,VIC,Australia,6,382,0.95,26
Porter,Buckenhill,M,46,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,9,376 Talmadge Street,4124,QLD,Australia,7,386,0.945625,67
Kizzee,Kemston,F,11,Associate Professor,Health,Mass Customer,N,No,13,5979 Green Ridge Way,2767,NSW,Australia,8,386,0.945625,60
Isadora,Ducker,F,15,Account Executive,Financial Services,Affluent Customer,N,Yes,8,2972 Holy Cross Crossing,3153,VIC,Australia,5,386,0.945625,48
Giffie,Offill,M,51,Structural Engineer,Telecommunications,Affluent Customer,N,No,5,89 Riverside Court,4740,QLD,Australia,3,386,0.945625,28
Fara,Sarath,F,75,Quality Control Specialist,Financial Services,Mass Customer,N,No,22,540 Forest Run Plaza,2168,NSW,Australia,7,386,0.945625,73
Carolann,Raatz,F,25,Chief Design Engineer,Financial Services,High Net Worth,N,No,21,817 Bunker Hill Place,3977,VIC,Australia,6,386,0.945625,42
Tamar,Windmill,F,92,Senior Editor,Manufacturing,Affluent Customer,N,No,10,4669 Troy Place,2207,NSW,Australia,10,386,0.945625,82
Kipp,Stockport,M,36,Data Coordiator,Retail,Mass Customer,N,Yes,6,02 Roth Drive,2022,NSW,Australia,11,386,0.945625,39
Packston,Wackett,M,10,Quality Engineer,Financial Services,Mass Customer,N,No,19,7 Northridge Court,3192,VIC,Australia,9,386,0.945625,71
Hanson,Eastes,M,74,Associate Professor,Manufacturing,Mass Customer,N,Yes,5,5735 Starling Plaza,3056,VIC,Australia,9,395,0.94,31
Demetria,Bausor,F,73,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,9,97 Transport Plaza,2097,NSW,Australia,12,396,0.9375,60
Lura,Fawdrie,F,66,VP Sales,Health,Mass Customer,N,Yes,4,67183 Anniversary Parkway,4211,QLD,Australia,3,396,0.9375,19
Nora,Anselm,F,84,Associate Professor,Entertainment,High Net Worth,N,Yes,15,2 Emmet Parkway,4342,QLD,Australia,5,396,0.9375,60
Estevan,Eastment,M,54,Environmental Specialist,Health,Mass Customer,N,Yes,21,61926 Tomscot Hill,2019,NSW,Australia,8,396,0.9375,79
Aloysius,Glowacz,M,72,Financial Advisor,Financial Services,Affluent Customer,N,No,18,07 Susan Lane,2232,NSW,Australia,10,396,0.9375,42
Bastien,Ibbeson,M,53,Software Consultant,IT,Mass Customer,N,No,12,43094 Kedzie Pass,2487,NSW,Australia,5,401,0.935,45
Otha,Langworthy,F,91,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,13,678 Lyons Trail,3130,VIC,Australia,10,401,0.935,54
Gannie,Bargh,M,56,Analyst Programmer,Financial Services,Mass Customer,N,Yes,13,1832 Burning Wood Place,3201,VIC,Australia,7,401,0.935,66
Dwayne,Doel,M,80,Cost Accountant,Financial Services,Affluent Customer,N,Yes,17,5642 Debs Terrace,2223,NSW,Australia,11,401,0.935,43
Leese,Huckleby,F,67,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,16,73 Riverside Trail,3777,VIC,Australia,7,405,0.93,44
Dodi,Kiggel,F,5,Associate Professor,Financial Services,Mass Customer,N,Yes,13,05 Everett Trail,2114,NSW,Australia,11,405,0.93,41
Kippar,Brimilcome,M,21,Graphic Designer,Health,Mass Customer,N,No,19,082 Welch Lane,2089,NSW,Australia,11,405,0.93,83
Corinna,Beretta,F,24,Programmer III,Health,High Net Worth,N,No,12,72 Mccormick Circle,3023,VIC,Australia,7,408,0.9296875,25
Laurie,Odlin,F,75,Social Worker,Health,High Net Worth,N,No,10,15669 Arizona Trail,3194,VIC,Australia,10,409,0.925,38
Mair,Erett,F,15,Speech Pathologist,Financial Services,Affluent Customer,N,No,18,79 Armistice Parkway,2117,NSW,Australia,7,409,0.925,64
Marcelia,Copins,F,81,Associate Professor,Financial Services,Mass Customer,N,Yes,21,330 Melby Terrace,2259,NSW,Australia,8,409,0.925,75
Tanner,Terlinden,M,84,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,14,2637 Monument Trail,3106,VIC,Australia,11,409,0.925,26
Hilliard,Dullard,M,65,Civil Engineer,Manufacturing,Mass Customer,N,No,17,37919 Old Gate Park,2163,NSW,Australia,8,409,0.925,67
Justinn,Haruard,F,48,Health Coach IV,Health,High Net Worth,N,No,11,00 Judy Terrace,2035,NSW,Australia,12,414,0.924375,63
Wyn,Meach,M,37,Associate Professor,Manufacturing,Mass Customer,N,No,9,79 Armistice Junction,2765,NSW,Australia,9,415,0.921875,83
Art,Shardlow,M,57,Data Coordiator,Argiculture,Mass Customer,N,Yes,15,7 Clemons Circle,4350,QLD,Australia,2,415,0.921875,58
Dennis,Varnham,M,57,Assistant Media Planner,Entertainment,Affluent Customer,N,No,17,6455 Mayfield Street,3350,VIC,Australia,3,415,0.921875,68
Freddi,Litherborough,F,46,Product Engineer,Financial Services,Mass Customer,N,No,7,7873 Meadow Vale Plaza,2460,NSW,Australia,3,418,0.918,32
Salomon,Perkins,M,76,Engineer IV,Financial Services,Affluent Customer,N,Yes,1,45 Banding Hill,2009,NSW,Australia,10,419,0.91640625,23
Sherill,,F,33,Information Systems Manager,Financial Services,Mass Customer,N,No,3,53 Moulton Avenue,2880,NSW,Australia,1,420,0.91375,30
Queenie,Learie,F,90,Associate Professor,Property,Mass Customer,N,No,12,7 Sauthoff Park,2073,NSW,Australia,11,420,0.91375,73
Etan,Prinett,M,97,Operator,Argiculture,Mass Customer,N,Yes,10,9082 Waywood Avenue,2250,NSW,Australia,8,420,0.91375,51
Donaugh,Benedict,M,3,Systems Administrator III,Property,Mass Customer,N,No,12,30049 Brown Road,2233,NSW,Australia,9,420,0.91375,30
Harwell,Kleinstein,M,87,Sales Representative,Retail,Affluent Customer,N,No,15,7 Huxley Trail,3818,VIC,Australia,5,420,0.91375,28
Cheston,Hritzko,M,70,Software Engineer III,Manufacturing,Mass Customer,N,Yes,19,3 Service Center,2127,NSW,Australia,9,420,0.91375,76
Suzy,Trounson,F,13,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,20,0627 Golf Center,4152,QLD,Australia,9,420,0.91375,74
Jobie,Runacres,F,96,Developer IV,Financial Services,Mass Customer,N,Yes,18,24960 Shopko Crossing,2528,NSW,Australia,7,427,0.9125,46
Guenna,Filisov,F,52,Chemical Engineer,Manufacturing,High Net Worth,N,No,13,43 Stoughton Drive,2154,NSW,Australia,9,427,0.9125,52
Opal,Cleare,F,6,Database Administrator II,Property,Affluent Customer,N,Yes,20,247 Blue Bill Park Parkway,2066,NSW,Australia,9,429,0.91,44
Ottilie,Wanless,F,51,Environmental Specialist,Financial Services,Affluent Customer,N,No,8,2 David Pass,2720,NSW,Australia,4,430,0.9095,81
Kipper,Circuit,M,23,Research Assistant IV,Argiculture,Mass Customer,N,Yes,4,3867 Barby Hill,2140,NSW,Australia,8,430,0.9095,47
Marilin,Frome,F,58,Account Executive,IT,Mass Customer,N,Yes,17,52 Bobwhite Court,2219,NSW,Australia,9,430,0.9095,46
Arel,Abramovitz,M,72,Nurse Practicioner,Health,Mass Customer,N,No,16,32249 Sycamore Way,4650,QLD,Australia,4,433,0.90625,64
Kit,Easdon,M,61,Director of Sales,Property,Affluent Customer,N,No,12,3 Roth Junction,3156,VIC,Australia,8,433,0.90625,43
Gregg,Aimeric,U,52,Internal Auditor,IT,Mass Customer,N,No,7,72423 Surrey Street,3753,VIC,Australia,5,433,0.90625,50
Skipp,Swales,M,15,Community Outreach Specialist,Entertainment,High Net Worth,N,Yes,22,76 Green Ridge Drive,3029,VIC,Australia,7,436,0.903125,48
Frederich,Glantz,M,37,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,10,9 Glacier Hill Circle,2762,NSW,Australia,8,436,0.903125,24
Rodolph,Denniss,M,28,Geologist III,Property,Affluent Customer,N,Yes,7,91281 Transport Center,3356,VIC,Australia,2,436,0.903125,47
Craggie,Dering,M,47,Actuary,Financial Services,Mass Customer,N,No,7,11 Paget Road,2125,NSW,Australia,10,436,0.903125,69
Johna,Bunker,U,93,Tax Accountant,IT,Mass Customer,N,Yes,14,3686 Waubesa Way,3065,VIC,Australia,6,436,0.903125,50
Giralda,MacPeake,F,59,Librarian,Entertainment,High Net Worth,N,Yes,14,6 Killdeer Way,2705,NSW,Australia,1,441,0.901,80
Rodney,Trethewey,M,16,Software Consultant,Financial Services,Affluent Customer,N,No,15,737 Service Lane,3030,VIC,Australia,8,441,0.901,24
Theresina,,F,30,General Manager,Argiculture,Mass Customer,N,Yes,14,253 Katie Junction,2650,NSW,Australia,2,441,0.901,34
Gleda,Howerd,F,59,Senior Developer,IT,Mass Customer,N,No,6,481 Moulton Place,2440,NSW,Australia,2,444,0.9,57
Melany,Ladewig,F,76,Research Associate,Financial Services,Mass Customer,N,Yes,10,3864 Sheridan Alley,4130,QLD,Australia,7,444,0.9,49
Claudell,Rounsefell,M,67,VP Sales,Financial Services,Affluent Customer,N,No,8,61416 Karstens Place,4217,QLD,Australia,5,444,0.9,28
Garwin,Nurden,M,54,Programmer I,Property,High Net Worth,N,Yes,5,0 Union Parkway,3142,VIC,Australia,11,444,0.9,63
Bunny,Leebetter,F,83,Quality Engineer,Manufacturing,High Net Worth,N,Yes,8,4 Lukken Lane,4301,QLD,Australia,4,444,0.9,55
Matias,Melloi,M,61,Legal Assistant,Retail,Affluent Customer,N,No,11,1507 Schlimgen Trail,2155,NSW,Australia,10,444,0.9,44
Sada,Dowyer,F,47,Human Resources Manager,Financial Services,High Net Worth,N,Yes,3,4 Meadow Ridge Place,2090,NSW,Australia,10,450,0.9,23
Anet,Roseman,F,84,Programmer Analyst III,Financial Services,Mass Customer,N,No,9,31 Melody Circle,3814,VIC,Australia,4,450,0.9,25
Katie,Warhurst,F,0,Help Desk Operator,Retail,High Net Worth,N,Yes,14,96 Rutledge Drive,3064,VIC,Australia,5,450,0.9,30
Celia,Bryden,F,12,Chemical Engineer,Manufacturing,High Net Worth,N,No,21,2905 Towne Place,2114,NSW,Australia,9,450,0.9,78
Stearne,Trolley,M,42,Automation Specialist IV,Financial Services,High Net Worth,N,No,14,638 Caliangt Avenue,2137,NSW,Australia,11,450,0.9,39
Tristam,Larose,M,70,VP Accounting,Financial Services,Mass Customer,N,No,17,9645 Moose Terrace,2137,NSW,Australia,11,455,0.8925,36
Laurena,,F,21,VP Sales,Financial Services,High Net Worth,N,No,10,7 Messerschmidt Crossing,3810,VIC,Australia,6,455,0.8925,60
Heloise,Fairpool,F,17,Information Systems Manager,Manufacturing,High Net Worth,N,No,17,005 Loeprich Way,4680,QLD,Australia,3,455,0.8925,45
Dory,Malpass,F,19,Associate Professor,Financial Services,Affluent Customer,N,Yes,13,3653 Steensland Road,4103,QLD,Australia,8,455,0.8925,49
Marcellina,Baynton,F,60,Software Engineer III,Financial Services,Mass Customer,N,No,16,56 Comanche Terrace,3141,VIC,Australia,10,455,0.8925,74
Gregorius,Leal,M,7,Associate Professor,Retail,Affluent Customer,N,Yes,21,66 Merry Court,2033,NSW,Australia,12,455,0.8925,70
Deana,Canton,F,67,Associate Professor,Property,Mass Customer,N,Yes,14,92 Ludington Street,4301,QLD,Australia,3,455,0.8925,47
Kori,Sparsholt,F,59,Office Assistant II,Financial Services,Mass Customer,N,Yes,19,37 Rigney Park,2171,NSW,Australia,9,455,0.8925,81
Lucky,Klainman,F,24,Chief Design Engineer,Retail,Mass Customer,N,No,8,0796 Barnett Plaza,3758,VIC,Australia,4,455,0.8925,74
Erasmus,Olenchenko,M,56,Software Test Engineer IV,Property,Mass Customer,N,Yes,5,415 Rockefeller Trail,2484,NSW,Australia,7,464,0.890625,56
Carita,Sand,F,25,Quality Engineer,Retail,Mass Customer,N,No,16,846 Loftsgordon Crossing,2154,NSW,Australia,11,464,0.890625,44
Lynnett,Tipper,F,22,Social Worker,Health,High Net Worth,N,Yes,2,9 Ridgeview Avenue,3109,VIC,Australia,10,466,0.89,28
Thorn,Stigers,M,42,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,19,6218 Delladonna Parkway,4115,QLD,Australia,8,466,0.89,49
Lela,Billing,F,38,Programmer Analyst III,Financial Services,Mass Customer,N,Yes,18,095 Glacier Hill Circle,2571,NSW,Australia,7,468,0.88984375,51
Norah,Mapis,F,75,Assistant Manager,Argiculture,Mass Customer,N,No,10,057 Victoria Crossing,2263,NSW,Australia,9,468,0.88984375,21
Moina,Rosenbaum,F,50,Graphic Designer,IT,Mass Customer,N,No,14,0 Memorial Road,3109,VIC,Australia,10,468,0.88984375,20
Ceciley,Harg,F,50,Nurse Practicioner,Retail,Mass Customer,N,Yes,4,409 Starling Lane,4172,QLD,Australia,7,471,0.8875,31
Torry,de la Valette Parisot,M,95,VP Marketing,Telecommunications,Mass Customer,N,Yes,18,36963 Pierstorff Terrace,3168,VIC,Australia,9,471,0.8875,54
Sigismund,Sedger,M,9,Accountant II,Manufacturing,Affluent Customer,N,No,7,8069 Sunbrook Way,2155,NSW,Australia,10,473,0.884,22
Irvine,Headon,M,99,Geologist III,IT,Affluent Customer,N,Yes,20,9 Hovde Way,2322,NSW,Australia,5,473,0.884,65
Laurie,,M,31,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,15,94 Barby Lane,2210,NSW,Australia,10,475,0.881875,42
Tomkin,Bernlin,M,7,Food Chemist,Health,Affluent Customer,N,Yes,9,0492 Kings Street,2480,NSW,Australia,3,475,0.881875,20
Genni,Fanstone,F,25,Administrative Assistant II,Entertainment,Mass Customer,N,No,16,1 Fair Oaks Alley,3149,VIC,Australia,10,475,0.881875,49
Blondie,,F,43,Actuary,Financial Services,High Net Worth,N,No,11,780 Norway Maple Hill,2565,NSW,Australia,8,478,0.88,26
Aloysius,Killingsworth,M,89,VP Quality Control,Financial Services,Mass Customer,N,No,12,625 Mandrake Junction,2145,NSW,Australia,9,478,0.88,64
Carola,Philler,F,73,Dental Hygienist,Health,High Net Worth,N,No,15,1037 Roth Park,2145,NSW,Australia,7,478,0.88,70
Fitzgerald,Hellikes,M,25,Media Manager IV,Health,Mass Customer,N,Yes,10,315 Center Park,3040,VIC,Australia,7,478,0.88,42
Ingmar,Okenden,M,97,Compensation Analyst,Financial Services,Mass Customer,N,Yes,8,1 Graceland Plaza,3216,VIC,Australia,2,478,0.88,62
Tina,Dunstan,F,13,Account Representative IV,Retail,Affluent Customer,N,No,13,98555 Victoria Hill,2171,NSW,Australia,7,483,0.8765625,82
Huberto,Mollatt,M,82,Programmer IV,Financial Services,Mass Customer,N,Yes,14,31121 Pierstorff Center,2770,NSW,Australia,7,483,0.8765625,60
Georgi,,M,29,Assistant Manager,Manufacturing,High Net Worth,N,No,11,59 Garrison Terrace,3215,VIC,Australia,4,485,0.8755,51
Adolpho,Bellerby,M,46,VP Sales,Financial Services,High Net Worth,N,Yes,13,2763 Buhler Circle,4305,QLD,Australia,4,486,0.875,77
Kelsey,Hatt,F,69,Senior Sales Associate,Financial Services,High Net Worth,N,No,8,309 Maple Wood Pass,3930,VIC,Australia,6,486,0.875,55
Lucien,,M,83,Associate Professor,Financial Services,High Net Worth,N,Yes,19,777 Fairfield Court,4305,QLD,Australia,3,486,0.875,55
Ariel,McCloid,M,4,Human Resources Manager,Financial Services,High Net Worth,N,Yes,6,99 Quincy Parkway,3630,VIC,Australia,1,486,0.875,27
Bevvy,Openshaw,F,68,Staff Scientist,Financial Services,Affluent Customer,N,Yes,10,902 Westend Lane,2318,NSW,Australia,3,486,0.875,46
Alexina,Mabley,F,72,Web Designer IV,Manufacturing,Mass Customer,N,Yes,10,9 Rieder Junction,2573,NSW,Australia,9,486,0.875,46
Dawn,Pyffe,F,56,Media Manager III,Retail,Mass Customer,N,No,11,734 Veith Way,3155,VIC,Australia,8,492,0.87125,56
Claudette,Renackowna,F,55,Administrative Officer,Manufacturing,Mass Customer,N,No,2,0800 Dahle Alley,2148,NSW,Australia,8,492,0.87125,25
Elianora,Poolton,F,15,Programmer II,Financial Services,Mass Customer,N,Yes,21,5 Macpherson Drive,3134,VIC,Australia,9,494,0.867,77
Park,,M,39,Nurse Practicioner,IT,Affluent Customer,N,No,14,07 Boyd Drive,4350,QLD,Australia,7,495,0.86328125,44
Anthony,Lindstrom,M,86,Geologist IV,Financial Services,Affluent Customer,N,Yes,10,427 Oak Avenue,2205,NSW,Australia,10,495,0.86328125,24
Liane,Poizer,F,59,Analyst Programmer,Property,High Net Worth,N,No,13,390 Express Plaza,2076,NSW,Australia,11,495,0.86328125,69
Romonda,Hallt,F,69,Operator,Financial Services,Affluent Customer,N,No,15,703 Ludington Plaza,2480,NSW,Australia,4,498,0.860625,61
Sula,Thomann,F,56,Assistant Manager,Financial Services,Mass Customer,N,No,6,7 Dayton Circle,2160,NSW,Australia,9,498,0.860625,32
Renell,Earley,F,5,Compensation Analyst,Financial Services,Mass Customer,N,Yes,11,79 Manufacturers Plaza,4171,QLD,Australia,5,500,0.86,67
Cliff,Philipsson,M,82,Structural Analysis Engineer,Argiculture,Mass Customer,N,No,16,600 Artisan Drive,3149,VIC,Australia,10,500,0.86,54
Clevey,Aisthorpe,M,27,Software Consultant,Financial Services,Mass Customer,N,Yes,8,0 Veith Way,2009,NSW,Australia,9,502,0.8585,45
Cariotta,,F,10,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17,2336 Continental Point,2527,NSW,Australia,7,502,0.8585,47
George,Jose,M,68,Payment Adjustment Coordinator,Retail,High Net Worth,N,Yes,20,535 Corben Point,4680,QLD,Australia,4,504,0.85,61
Kissiah,Foat,F,30,Graphic Designer,Financial Services,Mass Customer,N,Yes,19,1690 Forster Place,2281,NSW,Australia,9,504,0.85,46
Milty,Brauninger,M,13,Payment Adjustment Coordinator,Financial Services,High Net Worth,N,No,11,54 6th Trail,2640,NSW,Australia,7,504,0.85,76
Killian,Nettles,M,44,Marketing Assistant,Financial Services,Affluent Customer,N,No,4,16 Pepper Wood Junction,3803,VIC,Australia,7,507,0.85,41
Fredia,Favelle,F,94,Teacher,Financial Services,Mass Customer,N,Yes,19,4 Arapahoe Terrace,4014,QLD,Australia,8,507,0.85,47
Katleen,Arnoult,F,6,VP Product Management,Manufacturing,Mass Customer,N,Yes,13,540 Farragut Avenue,2066,NSW,Australia,9,507,0.85,45
Gaultiero,Fibbens,M,41,Help Desk Technician,Financial Services,Affluent Customer,N,No,9,938 Bartillon Hill,2035,NSW,Australia,11,507,0.85,41
Inglebert,Aspinal,M,4,Financial Analyst,Financial Services,Mass Customer,N,No,11,612 Annamark Center,2176,NSW,Australia,8,507,0.85,48
Jammal,Devenny,M,57,Marketing Manager,Retail,High Net Worth,N,No,12,18 Sage Plaza,3152,VIC,Australia,9,507,0.85,22
Adriane,Richardson,F,81,Data Coordiator,Manufacturing,High Net Worth,N,No,9,4 Randy Street,3070,VIC,Australia,8,513,0.8415,45
Jodi,Lermit,F,94,Associate Professor,Health,Mass Customer,N,Yes,10,05 Corry Center,4021,QLD,Australia,2,513,0.8415,67
Emelia,Ackwood,F,72,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,10,1 South Street,4183,QLD,Australia,9,515,0.839375,33
Andee,Huke,F,91,Associate Professor,Manufacturing,Mass Customer,N,No,9,4810 Kim Park,3858,VIC,Australia,2,515,0.839375,50
Isa,Fominov,M,75,Physical Therapy Assistant,Financial Services,Mass Customer,N,Yes,5,80388 Ryan Place,2010,NSW,Australia,9,515,0.839375,20
Zabrina,Margram,F,87,Associate Professor,Manufacturing,High Net Worth,N,Yes,11,1092 Kinsman Parkway,4053,QLD,Australia,8,515,0.839375,57
Maddalena,Angood,F,79,Associate Professor,Manufacturing,Affluent Customer,N,No,12,1 Bluejay Court,2320,NSW,Australia,4,515,0.839375,22
Sofie,Worsfold,F,87,Environmental Tech,Retail,Mass Customer,N,Yes,9,7 Maple Wood Plaza,4125,QLD,Australia,6,520,0.8375,67
Elmira,Vasilyev,F,33,Senior Quality Engineer,Manufacturing,High Net Worth,N,No,12,12 Eastlawn Terrace,2007,NSW,Australia,9,520,0.8375,70
Free,Rowland,M,42,Associate Professor,Financial Services,Mass Customer,N,Yes,12,24929 Spaight Junction,3796,VIC,Australia,8,520,0.8375,65
Worthington,Cohane,M,60,Chief Design Engineer,Entertainment,High Net Worth,N,No,2,846 Daystar Lane,2000,NSW,Australia,12,520,0.8375,30
Bailey,Bereford,M,44,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,11,36 Golf Course Circle,2444,NSW,Australia,6,524,0.83671875,71
Perry,Whitehurst,M,79,Structural Engineer,Manufacturing,High Net Worth,N,Yes,8,0 Nelson Crossing,3155,VIC,Australia,7,524,0.83671875,41
Antony,Tuma,M,11,Environmental Tech,Telecommunications,High Net Worth,N,Yes,13,93264 Almo Plaza,3078,VIC,Australia,10,526,0.833,67
Corene,Hallgate,F,26,Associate Professor,Financial Services,Mass Customer,N,Yes,14,2109 Shoshone Court,3103,VIC,Australia,12,526,0.833,57
Nico,Chadwick,M,97,Research Assistant IV,Financial Services,Affluent Customer,N,No,13,355 Roxbury Lane,3190,VIC,Australia,8,526,0.833,68
Joline,Skipperbottom,F,59,Desktop Support Technician,Financial Services,High Net Worth,N,No,9,2 Warrior Crossing,2161,NSW,Australia,9,529,0.83,49
Ivy,Farr,F,56,Office Assistant IV,IT,High Net Worth,N,No,19,08470 Kingsford Lane,2120,NSW,Australia,11,530,0.82875,48
Dallas,Lavalde,F,18,Product Engineer,Financial Services,Mass Customer,N,No,12,16898 Donald Plaza,2323,NSW,Australia,4,530,0.82875,23
Amabel,,F,71,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,9,3128 Mallory Pass,2144,NSW,Australia,6,530,0.82875,40
Hilario,McCulloch,M,61,Physical Therapy Assistant,Retail,Mass Customer,N,No,8,799 Luster Road,3051,VIC,Australia,8,530,0.82875,35
Jim,Haddrell,M,55,Associate Professor,Financial Services,Mass Customer,N,No,9,53 Dryden Trail,2358,NSW,Australia,3,530,0.82875,66
Jacobo,Mucklow,M,62,Computer Systems Analyst I,Financial Services,High Net Worth,N,Yes,22,5512 Ronald Regan Hill,3122,VIC,Australia,8,530,0.82875,69
Gretel,Paschke,F,10,Editor,Financial Services,Mass Customer,N,Yes,17,72 Melrose Street,4074,QLD,Australia,7,536,0.825,65
Jethro,Mertel,M,16,Software Consultant,Argiculture,Mass Customer,N,Yes,15,3460 Dapin Street,2262,NSW,Australia,6,536,0.825,43
Dwain,Hatch,M,62,Marketing Assistant,Health,Affluent Customer,N,No,15,5 Hovde Lane,3028,VIC,Australia,8,536,0.825,27
Lucretia,D'Agostini,F,41,Database Administrator III,Manufacturing,High Net Worth,N,No,15,4 Gale Center,3185,VIC,Australia,7,536,0.825,43
Claude,Bowstead,F,37,Accounting Assistant III,Manufacturing,Mass Customer,N,No,7,5263 Stone Corner Crossing,2217,NSW,Australia,12,536,0.825,24
Donn,MacGregor,M,80,Civil Engineer,Manufacturing,High Net Worth,N,No,5,0439 Mandrake Park,2046,NSW,Australia,10,536,0.825,56
Laurel,Devennie,F,78,VP Product Management,Manufacturing,Affluent Customer,N,No,13,069 Hoard Pass,4352,QLD,Australia,5,536,0.825,45
Elvira,Darthe,F,10,Accounting Assistant I,Financial Services,Affluent Customer,N,No,16,89 Green Ridge Point,2168,NSW,Australia,9,536,0.825,46
Angie,Tansley,M,68,VP Sales,Manufacturing,Mass Customer,N,No,8,8 Cardinal Junction,2444,NSW,Australia,7,544,0.8245,71
Terrence,Dalligan,M,60,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,2,240 Main Hill,3200,VIC,Australia,6,544,0.8245,23
Katy,Crooke,F,0,Food Chemist,Health,Mass Customer,N,No,13,67081 Burrows Center,2111,NSW,Australia,12,546,0.8234375,44
Sammy,Borsi,F,99,Accountant III,Financial Services,Mass Customer,N,No,5,0 Kipling Way,2289,NSW,Australia,7,546,0.8234375,49
Morganica,Ainsbury,F,37,Senior Editor,Entertainment,High Net Worth,N,Yes,9,1 Raven Way,2151,NSW,Australia,10,546,0.8234375,48
Nils,Champion,M,69,Programmer III,Retail,Affluent Customer,N,No,13,261 Holy Cross Park,2750,NSW,Australia,9,549,0.82,37
Beverlee,Querree,F,42,Marketing Manager,Financial Services,High Net Worth,N,Yes,12,891 Ohio Terrace,2075,NSW,Australia,12,549,0.82,30
Cami,Eitter,F,34,Professor,Manufacturing,High Net Worth,N,Yes,11,1408 Hovde Circle,3081,VIC,Australia,9,551,0.818125,42
Reiko,Degenhardt,F,83,Financial Analyst,Financial Services,High Net Worth,N,Yes,5,50897 Northfield Road,4280,QLD,Australia,6,552,0.816,45
Cord,Dunsmore,M,12,Internal Auditor,Manufacturing,Mass Customer,N,Yes,13,596 Boyd Park,4301,QLD,Australia,3,552,0.816,22
Gabey,Kennicott,F,55,Developer I,Financial Services,Affluent Customer,N,No,17,8 Fordem Place,2322,NSW,Australia,6,552,0.816,63
Jacqui,Devey,F,79,Analyst Programmer,Financial Services,High Net Worth,N,Yes,13,656 Kennedy Crossing,2261,NSW,Australia,8,555,0.8125,26
Byrom,Ramas,M,23,Help Desk Technician,Manufacturing,High Net Worth,N,No,12,2 Jackson Place,2528,NSW,Australia,7,555,0.8125,28
Worthington,Ahmed,M,79,Senior Cost Accountant,Financial Services,High Net Worth,N,No,13,39408 Manufacturers Road,3335,VIC,Australia,3,555,0.8125,49
Chico,Dye,M,46,Speech Pathologist,Manufacturing,High Net Worth,N,No,13,168 Schlimgen Center,2526,NSW,Australia,9,555,0.8125,27
Davidde,Cockroft,M,70,Geological Engineer,Manufacturing,High Net Worth,N,No,8,8 Kim Avenue,2158,NSW,Australia,12,555,0.8125,74
Charlie,Dmych,M,60,Account Coordinator,Manufacturing,High Net Worth,N,No,13,920 Cambridge Way,2263,NSW,Australia,6,555,0.8125,71
Donn,Chaney,M,15,Research Assistant II,Financial Services,Mass Customer,N,No,13,4 Schlimgen Trail,4701,QLD,Australia,3,561,0.81015625,70
Kamila,Parsonage,F,80,Associate Professor,Property,Mass Customer,N,No,5,31 Mccormick Court,4131,QLD,Australia,8,562,0.81,67
Barth,Sapshed,M,4,Executive Secretary,Financial Services,Mass Customer,N,Yes,13,65 Milwaukee Lane,4520,QLD,Australia,10,563,0.8075,27
